listing_id,close_price
mrd10801802,39737.5
mrd10966126,931688.44
mrd11165969,424420.47
mrd11185881,479804.62
mrd11198825,2305567.0
mrd11203997,394274.78
mrd11225213,479101.84
mrd11257626,173952.1
mrd11295064,482263.22
mrd11296257,512904.2
mrd11325633,446540.72
mrd11372731,552014.4
mrd11425162,400344.4
mrd11429964,1015379.06
mrd11434159,400456.84
mrd11434162,404445.06
mrd11461791,1701322.8
mrd11465979,1050039.6
mrd11615898,221268.48
mrd11621536,372255.34
mrd11637055,560280.0
mrd11641496,223758.23
mrd11657767,570785.5
mrd11657859,422215.06
mrd11667877,526964.25
mrd11668467,428426.0
mrd11683092,514740.75
mrd11688641,686883.7
mrd11695954,170486.55
mrd11697538,1351891.6
mrd11701455,192008.66
mrd11701529,499821.44
mrd11705426,755275.4
mrd11706848,3069984.8
mrd11707457,486357.47
mrd11707537,4181852.2
mrd11707575,821542.06
mrd11709819,664801.56
mrd11713278,587884.44
mrd11715708,2978744.8
mrd11716349,486037.75
mrd11718881,543478.44
mrd11718991,437821.56
mrd11719655,961959.6
mrd11721479,373588.84
mrd11723649,508565.38
mrd11728197,424254.3
mrd11730176,330658.5
mrd11731162,665148.94
mrd11733236,1314410.9
mrd11734992,195080.64
mrd11735580,605163.8
mrd11738834,3492.1426
mrd11742658,446108.06
mrd11747536,96262.52
mrd11748425,969067.56
mrd11754623,394168.7
mrd11755515,342159.38
mrd11763903,425661.8
mrd11767496,856955.0
mrd11768241,1467372.6
mrd11771621,1850669.6
mrd11771842,572200.6
mrd11772577,555042.6
mrd11773253,538186.56
mrd11773945,276154.2
mrd11774271,325570.34
mrd11774661,87678.97
mrd11775452,267754.44
mrd11777824,360766.4
mrd11777930,593379.4
mrd11782583,206819.05
mrd11783177,581869.44
mrd11783733,1220708.4
mrd11788663,836300.06
mrd11789191,695896.7
mrd11789347,371085.6
mrd11790598,556834.7
mrd11791389,897901.8
mrd11793708,207420.48
mrd11793731,1026827.06
mrd11794303,698769.6
mrd11794844,941783.75
mrd11795091,1452302.9
mrd11795286,442171.22
mrd11795376,738862.9
mrd11797631,261789.66
mrd11797899,609248.94
mrd11798018,395374.5
mrd11798743,202662.03
mrd11799145,282609.94
mrd11799198,640007.06
mrd11799205,614075.2
mrd11800712,441316.1
mrd11801292,392468.06
mrd11803807,492651.16
mrd11806324,153725.9
mrd11806595,475338.94
mrd11807441,361971.16
mrd11808647,140991.81
mrd11809085,679465.8
mrd11810329,506584.7
mrd11810464,390362.03
mrd11811099,529255.56
mrd11811156,242249.12
mrd11811834,226221.67
mrd11812050,384078.34
mrd11812106,220284.53
mrd11812297,542364.75
mrd11812463,220193.05
mrd11813462,218023.38
mrd11816152,390690.66
mrd11816196,626402.44
mrd11816252,252161.7
mrd11817462,1083485.0
mrd11817871,568643.44
mrd11818570,557358.1
mrd11818576,177067.92
mrd11818998,1572003.8
mrd11820164,297718.03
mrd11821001,280605.62
mrd11821076,959927.44
mrd11822234,437703.9
mrd11822649,2335634.2
mrd11824833,255686.7
mrd11824849,182505.34
mrd11827229,570067.7
mrd11827257,264815.28
mrd11829349,433405.44
mrd11830042,747974.44
mrd11830824,407168.88
mrd11831846,624831.4
mrd11832479,477229.8
mrd11832618,618761.44
mrd11833219,891395.6
mrd11833324,822311.2
mrd11833828,792698.8
mrd11833847,618887.4
mrd11834996,423087.0
mrd11835772,186669.03
mrd11835925,316232.78
mrd11837193,1585382.1
mrd11838921,179480.06
mrd11839414,507622.62
mrd11840134,732525.2
mrd11840199,544429.56
mrd11840602,452319.12
mrd11840784,606243.56
mrd11840873,797011.0
mrd11841603,388397.6
mrd11841619,1073582.0
mrd11842696,804007.9
mrd11844448,686835.94
mrd11844771,252111.84
mrd11844977,421878.4
mrd11845341,278503.1
mrd11846441,2515659.5
mrd11847034,289288.94
mrd11847125,640725.3
mrd11847649,635302.94
mrd11848698,460018.47
mrd11850593,127029.47
mrd11850896,435597.38
mrd11851711,367524.4
mrd11852427,373626.12
mrd11852703,303906.72
mrd11853152,112966.695
mrd11853613,299841.6
mrd11854357,696029.8
mrd11855535,349125.25
mrd11856052,140806.44
mrd11856077,644926.9
mrd11856634,2121082.8
mrd11857826,668256.94
mrd11858033,362607.66
mrd11858804,427442.38
mrd11859142,762646.9
mrd11859531,534137.8
mrd11861899,543303.94
mrd11862321,379114.16
mrd11862524,248501.27
mrd11862927,677954.2
mrd11863015,709267.25
mrd11863184,2381615.8
mrd11863480,207910.38
mrd11864115,1412848.4
mrd11864282,266663.62
mrd11864306,875807.8
mrd11864525,452077.0
mrd11864549,196771.31
mrd11865087,275556.0
mrd11865318,438870.94
mrd11865658,628455.44
mrd11865674,332032.94
mrd11865687,348737.0
mrd11866134,1282738.6
mrd11866171,233863.19
mrd11866367,494331.2
mrd11866877,230667.42
mrd11868026,204874.33
mrd11868038,460580.0
mrd11868048,207959.86
mrd11868314,455962.06
mrd11868446,615272.9
mrd11868510,261032.77
mrd11869124,440953.6
mrd11869505,113614.805
mrd11869655,188556.75
mrd11871249,783376.6
mrd11871632,284035.84
mrd11871795,138390.03
mrd11871867,517271.94
mrd11872406,474382.25
mrd11872688,153083.3
mrd11872947,177189.2
mrd11873127,1540260.5
mrd11873547,212527.84
mrd11873936,231264.0
mrd11873979,220585.14
mrd11874927,474539.34
mrd11875977,251948.05
mrd11876759,40227.082
mrd11876767,432416.7
mrd11877646,230070.14
mrd11877675,278478.78
mrd11877942,251950.58
mrd11878206,119589.79
mrd11879138,398314.25
mrd11879186,198536.3
mrd11879665,724624.2
mrd11879866,972348.75
mrd11880786,654995.5
mrd11880959,295685.7
mrd11882731,342026.47
mrd11882937,681501.7
mrd11883560,1336883.5
mrd11883833,209561.03
mrd11884018,187851.22
mrd11884395,417858.28
mrd11884397,272192.56
mrd11884541,567716.6
mrd11885119,453757.94
mrd11885861,309429.03
mrd11886154,484084.56
mrd11886174,453120.78
mrd11886267,1797453.9
mrd11886445,778324.06
mrd11886513,2261708.5
mrd11888020,420210.56
mrd11888574,218211.89
mrd11889098,453064.62
mrd11889133,45259.746
mrd11890241,278802.4
mrd11890351,1351250.2
mrd11891019,479543.06
mrd11891156,176990.38
mrd11891312,468334.3
mrd11891643,675167.2
mrd11892150,726440.0
mrd11892286,807255.75
mrd11892725,539286.0
mrd11893200,522306.97
mrd11893259,297887.0
mrd11893261,243634.6
mrd11893272,358427.9
mrd11893273,312934.75
mrd11893300,2352919.8
mrd11893316,501177.6
mrd11893322,989753.0
mrd11893692,1089343.9
mrd11893826,1916315.1
mrd11893987,220488.25
mrd11894057,618175.2
mrd11894241,300825.62
mrd11894730,168246.12
mrd11895272,285866.7
mrd11895388,181049.89
mrd11895446,376120.22
mrd11895461,291634.53
mrd11895554,410286.22
mrd11895686,490753.7
mrd11895943,342924.5
mrd11896215,93180.83
mrd11896388,258621.77
mrd11896559,387123.7
mrd11897182,439460.5
mrd11897630,456470.78
mrd11897931,1040471.8
mrd11898093,367796.38
mrd11898274,239898.73
mrd11898449,502216.28
mrd11898721,203480.83
mrd11898908,1090638.5
mrd11898970,262596.44
mrd11899123,280725.3
mrd11899322,241272.14
mrd11899918,175102.14
mrd11900783,341867.16
mrd11900956,646689.3
mrd11901177,1614659.2
mrd11901294,518154.03
mrd11901348,1267956.2
mrd11902325,202528.81
mrd11902495,331408.84
mrd11902520,149146.08
mrd11902987,581349.2
mrd11904562,1412442.2
mrd11904616,573573.44
mrd11904938,554570.7
mrd11905304,1303047.8
mrd11905399,323989.1
mrd11905554,504302.34
mrd11906184,215084.16
mrd11906699,302984.53
mrd11907278,284846.56
mrd11907281,443900.88
mrd11907320,22898.043
mrd11907498,191291.36
mrd11907629,5729.572
mrd11908118,234006.19
mrd11908173,444624.5
mrd11908572,561664.25
mrd11908629,317699.5
mrd11908696,171299.69
mrd11908739,603444.75
mrd11908764,606715.44
mrd11909782,274792.34
mrd11910408,395301.22
mrd11910729,301753.34
mrd11910766,1184353.2
mrd11911163,324890.34
mrd11911193,305287.6
mrd11911210,733966.5
mrd11911443,839017.2
mrd11911630,429214.44
mrd11911673,357932.88
mrd11912117,386972.62
mrd11912147,265224.5
mrd11912384,210287.22
mrd11912581,1327424.5
mrd11913006,453270.75
mrd11913062,374779.62
mrd11913845,521560.94
mrd11914146,191414.64
mrd11914248,251608.08
mrd11914360,294502.72
mrd11914468,534333.6
mrd11914604,1103739.1
mrd11914770,138931.36
mrd11915085,767480.6
mrd11915424,2843673.8
mrd11915603,454537.6
mrd11915656,40888.047
mrd11915732,592079.1
mrd11915951,446528.9
mrd11916053,436380.6
mrd11916426,2453365.0
mrd11917206,1024264.6
mrd11917605,212042.86
mrd11917710,285526.2
mrd11917753,547382.8
mrd11917938,425961.22
mrd11918209,4011604.5
mrd11918273,210589.55
mrd11918567,381720.5
mrd11918673,99343.6
mrd11918950,499328.1
mrd11919217,230665.78
mrd11919238,410936.22
mrd11919408,667376.25
mrd11919971,339731.03
mrd11920028,108649.1
mrd11920109,453588.12
mrd11920242,411529.25
mrd11920374,590406.06
mrd11920507,1965614.6
mrd11920517,137038.53
mrd11920968,677840.56
mrd11920981,442833.8
mrd11921164,371254.7
mrd11921220,316186.34
mrd11921382,196951.34
mrd11921428,777210.0
mrd11921723,167131.67
mrd11921789,170065.84
mrd11921875,430809.66
mrd11921907,203960.94
mrd11922087,312402.78
mrd11922107,439674.9
mrd11922511,874765.8
mrd11922900,494857.12
mrd11923062,192135.31
mrd11923118,140758.19
mrd11923512,2163005.5
mrd11923617,80338.39
mrd11923697,298888.75
mrd11923798,490077.1
mrd11923818,509472.53
mrd11923862,436952.5
mrd11924346,451772.38
mrd11924348,959826.5
mrd11924353,239002.27
mrd11924377,63580.523
mrd11924404,599936.5
mrd11924421,208011.94
mrd11924459,278657.75
mrd11924466,184645.33
mrd11924640,455405.22
mrd11924702,252799.38
mrd11924800,570457.06
mrd11925044,739153.56
mrd11925103,385898.72
mrd11925138,398373.8
mrd11925387,772413.1
mrd11925468,5292.828
mrd11926091,251313.61
mrd11926673,216689.44
mrd11926856,360005.94
mrd11926898,216381.5
mrd11926985,403460.84
mrd11927257,736211.5
mrd11927723,111685.234
mrd11928133,458766.16
mrd11928135,374927.94
mrd11928158,298747.34
mrd11928165,189944.58
mrd11928238,214213.78
mrd11928600,-10977.491
mrd11928615,357989.4
mrd11928663,351121.78
mrd11928675,164020.48
mrd11929009,993597.9
mrd11929182,2107255.2
mrd11929344,453448.0
mrd11929515,206771.02
mrd11929578,566534.75
